sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,bInterval,cInterval,new_user,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed
420,19,7,705.1519999999999,14,9.99,42.99,290.86,14,9.99,42.99,290.86,5.0,1200.0,502.0,336.0,16.0,68.0,2.0,65.0,0.025778117242696196,0.029433406916850622,43.19,43.19,0,1,0,1,0,0,0,0
425,19,7,5383.262,54,9.99,45.95,1293.95,8,9.99,39.95,199.84,5.0,4000.0,521.0,199.0,4.0,47.0,2.0,7.0,0.1264731606334984,0.17801513128615934,7.0,14.999999999999998,0,1,0,1,0,0,0,0
432,19,7,405.847,5,5.99,19.99,67.96,5,5.99,19.99,67.96,5.0,4000.0,552.0,223.0,10.0,56.0,2.0,115.0,0.09280427352361982,0.08340283569641369,15.999999999999998,15.999999999999998,0,1,0,1,0,0,0,0
433,19,7,344.907,5,19.99,19.99,99.95,2,19.99,19.99,39.98,1.0,600.0,559.0,51.0,1.0,44.0,1.0,70.0,0.0486039855268132,0.05558643690939411,0.0,58.96,0,1,0,1,0,0,0,0
438,19,7,1290.77,30,9.99,69.99,542.51,8,9.99,39.99,128.88,1.0,2300.0,70.0,108.0,2.0,30.0,1.0,66.0,0.011285897836580199,0.011285897836580199,588.01,588.01,0,1,0,1,0,0,0,0
447,19,7,594.738,2,399.99,399.99,799.98,1,399.99,399.99,399.99,1.0,600.0,70.0,35.0,0.0,44.0,1.0,430.0,0.04824949982738325,0.04375971390200842,59.99999999999999,59.99999999999999,0,1,0,1,0,0,0,0
462,19,7,1142.23,71,249.99,1599.99,71065.33,3,1149.99,1349.99,3849.97,1.0,600.0,70.0,46.0,0.0,29.0,2.0,471.0,0.066711140760507,0.066711140760507,0.0,0.0,0,1,0,1,0,0,0,0
467,19,7,10726.215,124,1.0,999.0,4173.38,11,1.0,10.0,84.95,5.0,600.0,357.0,244.0,2.0,48.0,2.0,323.0,0.04106086339797309,0.040016006402561026,0.0,23.0,0,1,0,1,0,0,0,0
469,19,7,256.519,10,17.99,29.99,157.92,2,17.99,29.99,47.98,1.0,4000.0,534.0,215.0,13.0,56.0,2.0,15.0,0.06438526880849728,0.05465476407360175,27.040000000000003,55.91,0,1,0,0,0,0,0,1
477,19,7,4487.77,72,3.99,69.99,1196.65,9,3.99,29.99,158.93,5.0,1300.0,426.0,49.0,11.0,45.0,1.0,44.0,0.11085512749406261,0.09601069486221249,41.01,68.99,0,1,0,1,0,0,0,0
487,19,7,556.403,2,299.99,299.99,599.98,1,299.99,299.99,299.99,5.0,800.0,399.0,2.0,4.0,28.0,2.0,19.0,0.05948081743637677,0.05944125222904696,14.999999999999998,18.0,0,1,0,1,0,0,0,0
490,19,7,182.804,6,10.0,29.99,159.95,1,29.99,29.99,29.99,5.0,5000.0,446.0,2.0,5.0,42.0,2.0,5.0,0.03334444814938312,0.03334444814938313,0.0,50.0,0,1,0,1,0,0,0,0
494,19,7,5493.694,133,6.9,79.95,2014.36,6,11.95,22.95,90.74,1.0,900.0,482.0,74.0,37.0,34.0,2.0,10.0,0.016680567139282735,0.016680567139282735,0.0,0.0,0,1,0,1,0,0,0,0
497,19,7,214.516,14,8.99,54.99,362.87,10,8.99,54.99,232.91,5.0,10500.0,575.0,223.0,54.0,51.0,2.0,10.0,0.03334444814938312,0.03334444814938312,0.0,0.0,0,1,0,1,0,0,0,0
502,19,7,2717.719,87,1.0,16.8,394.35,2,3.99,4.99,8.98,1.0,800.0,548.0,52.0,1.0,23.0,2.0,6.0,0.07047195216303911,0.0411777748616472,40.0,40.0,0,1,0,1,0,0,0,0
507,19,7,2169.256,80,3.99,1699.99,16217.38,9,3.99,24.99,140.91,5.0,2100.0,575.0,108.0,37.0,54.0,2.0,12.0,0.011496912569618172,0.010001000100010001,0.0,192.0,0,1,0,1,0,0,0,0
509,19,7,744.2460000000001,5,99.99,199.99,499.96,3,99.99,99.99,299.97,5.0,600.0,425.0,42.0,29.0,34.0,2.0,37.0,0.10545896170579101,0.10458439822414302,14.99,14.99,0,1,0,1,0,0,0,0
510,19,7,194.892,4,9.99,9.99,39.96,1,9.99,9.99,9.99,1.0,600.0,530.0,158.0,0.0,45.0,2.0,135.0,0.024428785714337806,0.048749390632617094,46.0,146.01,0,1,0,1,0,0,0,0
