,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order,cMedPrice,bMedPrice,cInterval,bInterval,new_user
443,444,7,5,506.806,9,6.99,19.99,115.91,8,6.99,19.99,105.92,1.0,y,completely orderable,200,15000.0,549.0,247.0,17.0,47.0,2.0,13.0,n,12.878888888888888,13.24,12.999999999999998,12.999999999999998,0
445,446,7,5,571.3919999999999,7,469.99,699.99,2139.96,1,469.99,469.99,469.99,5.0,y,completely orderable,202,500.0,416.0,1.0,2.0,38.0,2.0,47.0,y,305.7085714285714,469.99,230.0,0.0,0
446,447,7,5,2316.795,21,9.99,229.99,1043.79,13,9.99,229.99,625.87,5.0,y,completely orderable,203,3300.0,512.0,339.0,34.0,48.0,1.0,23.0,y,49.70428571428571,48.143846153846155,220.0,220.0,0
447,448,7,5,803.182,16,10.99,34.99,233.89,2,19.99,34.99,54.98,5.0,y,completely orderable,204,2500.0,552.0,144.0,21.0,43.0,2.0,10.0,y,14.618125,27.49,24.0,15.000000000000004,0
456,457,7,5,213.04,5,19.99,19.99,99.95,3,19.99,19.99,59.97,5.0,y,completely orderable,207,14500.0,550.0,52.0,29.0,40.0,2.0,10.0,y,19.990000000000002,19.99,0.0,0.0,0
458,459,7,5,1505.425,8,5.99,12.0,79.95,2,8.99,8.99,17.98,2.0,y,completely orderable,208,1500.0,512.0,100.0,4.0,38.0,2.0,140.0,n,9.99375,8.99,6.01,0.0,0
467,468,7,5,9919.076,174,1.0,89.99,2126.39,13,3.0,89.99,229.86,5.0,y,completely orderable,212,2400.0,464.0,50.0,57.0,33.0,2.0,32.0,y,12.220632183908045,17.681538461538462,88.99,86.99,0
468,469,7,5,3297.261,109,5.99,49.99,1691.96,16,6.99,49.99,278.85,1.0,y,desconhecida,213,300.0,523.0,4.0,1.0,19.0,2.0,55.0,n,15.52256880733945,17.428125,44.0,43.0,0
469,470,7,5,177.31799999999998,1,59.99,59.99,59.99,1,59.99,59.99,59.99,1.0,y,completely orderable,214,6500.0,563.0,222.0,96.0,44.0,2.0,10.0,n,59.99,59.99,0.0,0.0,0
470,471,7,5,449.584,45,9.99,69.95,1339.31,15,9.99,69.95,445.77,5.0,y,completely orderable,215,600.0,585.0,30.0,10.0,29.0,2.0,71.0,y,29.762444444444444,29.718,59.96,59.96,0
482,483,7,5,1915.0829999999999,69,1.0,29.99,570.72,8,1.0,29.99,99.95,5.0,y,completely orderable,219,1500.0,592.0,60.0,33.0,28.0,2.0,10.0,y,8.271304347826087,12.49375,28.99,28.99,0
484,485,7,5,732.3,35,9.99,19.99,448.66,13,9.99,19.99,177.87,5.0,y,completely orderable,221,8500.0,558.0,324.0,21.0,51.0,2.0,28.0,y,12.818857142857144,13.682307692307692,9.999999999999998,9.999999999999998,0
486,487,7,5,8413.984,109,5.0,49.99,1987.81,3,14.99,29.99,64.97,5.0,y,completely orderable,222,8500.0,503.0,175.0,29.0,50.0,1.0,11.0,y,18.236788990825687,21.656666666666666,44.99,14.999999999999998,0
489,490,7,5,389.189,8,9.99,34.99,132.73,8,9.99,34.99,132.73,5.0,y,completely orderable,223,2500.0,563.0,209.0,9.0,66.0,2.0,84.0,y,16.59125,16.59125,25.0,25.0,0
501,502,7,5,3138.34,55,8.99,59.99,1081.95,9,8.99,59.99,166.91,5.0,y,completely orderable,227,600.0,467.0,106.0,13.0,30.0,2.0,106.0,y,19.671818181818182,18.545555555555556,51.0,51.0,0
509,510,7,5,1044.6860000000001,4,7.99,89.99,161.96,4,7.99,89.99,161.96,3.0,y,completely orderable,230,4000.0,566.0,334.0,12.0,68.0,1.0,97.0,n,40.49,40.49,82.0,82.0,0
511,512,7,5,6152.765,193,2.99,19.99,1950.62,6,5.0,19.99,69.95,5.0,y,completely orderable,231,1800.0,582.0,170.0,13.0,41.0,2.0,15.0,y,10.106839378238341,11.658333333333333,17.0,14.989999999999998,0
516,517,7,5,1417.565,30,3.99,19.99,276.84,3,3.99,3.99,11.97,5.0,y,completely orderable,233,8500.0,577.0,359.0,12.0,58.0,2.0,65.0,y,9.228,3.99,15.999999999999998,0.0,0
518,519,7,5,1271.859,32,10.99,22.99,322.54,4,19.95,22.99,62.89,5.0,y,completely orderable,234,5000.0,495.0,116.0,151.0,41.0,2.0,11.0,y,10.079375,15.7225,11.999999999999998,3.039999999999999,0
520,521,7,5,184.25599999999997,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5.0,y,completely orderable,235,8500.0,487.0,253.0,10.0,40.0,1.0,40.0,y,59.99,59.99,0.0,0.0,0
523,524,7,5,3338.6459999999997,56,7.99,69.99,1549.15,3,19.99,59.95,102.93,5.0,y,completely orderable,236,2500.0,550.0,212.0,18.0,38.0,2.0,25.0,y,27.66339285714286,34.31,61.99999999999999,39.96000000000001,0
525,526,7,5,1566.9489999999998,40,18.0,59.99,1158.61,14,18.0,59.99,397.88,5.0,y,completely orderable,237,5000.0,477.0,98.0,13.0,53.0,2.0,15.0,y,28.965249999999997,28.419999999999998,41.99,41.99,0
530,531,7,5,76.36399999999999,7,3.99,29.99,82.93,7,3.99,29.99,82.93,5.0,y,completely orderable,239,2500.0,513.0,293.0,36.0,55.0,2.0,17.0,y,11.847142857142858,11.847142857142858,26.0,26.0,0
532,533,7,5,691.4939999999999,20,9.99,39.99,562.81,11,9.99,39.99,262.89,5.0,y,completely orderable,240,2500.0,543.0,153.0,7.0,41.0,2.0,11.0,n,28.140499999999996,23.89909090909091,30.0,30.0,0
533,534,7,5,870.565,12,8.99,199.99,1613.95,1,149.0,149.0,149.0,5.0,y,completely orderable,241,2500.0,439.0,209.0,22.0,41.0,1.0,110.0,y,134.49583333333334,149.0,191.0,0.0,0
534,535,7,5,1878.88,13,3.99,34.99,225.87,1,14.99,14.99,14.99,1.0,y,completely orderable,242,4000.0,553.0,223.0,4.0,49.0,1.0,14.0,n,17.374615384615385,14.99,31.0,0.0,0
542,543,7,5,831.069,13,24.99,29.99,384.87,3,29.99,29.99,89.97,5.0,y,completely orderable,245,200.0,401.0,76.0,7.0,45.0,2.0,20.0,y,29.605384615384615,29.99,5.0,0.0,0
544,545,7,5,1438.961,52,1.0,189.99,1115.87,2,3.0,10.0,13.0,1.0,y,desconhecida,247,300.0,475.0,83.0,8.0,29.0,2.0,22.0,n,21.45903846153846,6.5,188.99,7.0,0
545,546,7,5,585.055,34,0.19,64.99,1845.89,5,3.0,64.99,257.96,5.0,y,completely orderable,248,1500.0,545.0,27.0,81.0,29.0,1.0,25.0,y,54.29088235294118,51.592,64.8,61.989999999999995,0
547,548,7,5,261.793,4,17.99,34.99,87.97,1,34.99,34.99,34.99,1.0,y,desconhecida,249,1400.0,509.0,233.0,10.0,53.0,2.0,21.0,n,21.9925,34.99,17.000000000000004,0.0,0
549,550,7,5,2964.36,54,9.99,46.0,1252.3,7,17.99,34.99,152.93,5.0,y,completely orderable,251,3400.0,494.0,220.0,14.0,44.0,2.0,21.0,y,23.19074074074074,21.84714285714286,36.01,17.000000000000004,0
551,552,7,5,771.8589999999999,8,139.99,1199.0,5174.97,3,139.99,1199.0,2037.99,5.0,y,completely orderable,252,300.0,445.0,0.0,0.0,34.0,2.0,29.0,y,646.87125,679.33,1059.01,1059.01,0
553,554,7,5,351.548,9,24.99,39.99,329.91,1,39.99,39.99,39.99,5.0,y,completely orderable,253,1300.0,547.0,80.0,11.0,41.0,2.0,20.0,y,36.656666666666666,39.99,15.000000000000004,0.0,0
557,558,7,5,801.076,19,14.99,49.99,466.82,18,14.99,49.99,466.82,1.0,y,mainly orderable,254,1500.0,562.0,220.0,1.0,53.0,2.0,135.0,n,24.569473684210525,25.934444444444445,35.0,35.0,0
558,559,7,5,169.299,3,69.99,119.99,279.97,3,69.99,119.99,279.97,1.0,y,desconhecida,255,4000.0,506.0,277.0,18.0,44.0,2.0,10.0,n,93.32333333333334,93.32333333333334,50.0,50.0,0
565,566,7,5,3220.967,127,2.99,49.99,945.63,5,5.0,5.99,25.99,1.0,y,desconhecida,259,600.0,569.0,28.0,3.0,38.0,2.0,15.0,n,7.445905511811024,5.1979999999999995,47.0,0.9900000000000002,0
567,568,7,5,424.94,3,399.99,399.99,1199.97,1,399.99,399.99,399.99,1.0,y,completely orderable,260,4500.0,588.0,127.0,13.0,45.0,1.0,11.0,n,399.99,399.99,0.0,0.0,0
572,573,7,5,1105.222,46,3.99,29.99,761.3,7,3.99,29.99,102.89,5.0,y,completely orderable,261,3700.0,529.0,355.0,21.0,51.0,2.0,14.0,y,16.55,14.698571428571428,26.0,26.0,0
573,574,7,5,3910.4629999999997,39,3.99,19.95,144.73,4,3.99,19.95,41.92,5.0,n,completely orderable,262,1000.0,573.0,166.0,15.0,52.0,2.0,67.0,y,3.711025641025641,10.48,15.959999999999999,15.959999999999999,0
577,578,7,5,29.898000000000003,2,34.95,34.95,69.9,1,34.95,34.95,34.95,1.0,y,completely not orderable,263,800.0,541.0,267.0,14.0,47.0,2.0,49.0,n,34.95,34.95,0.0,0.0,0
