,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order,cMedPrice,bMedPrice,cInterval,bInterval,new_user
15,16,6,5,6826.536,154,79.99,2999.99,88427.55,4,199.99,299.99,1099.96,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,574.2048701298702,274.99,2920.0,100.0,0
16,17,6,5,153.267,0,0.0,1.0,3.0,0,0.0,0.0,0.0,3.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,0.0,0.0,0.0,0.0,0
17,18,6,5,441.648,7,19.99,29.99,199.93,2,29.99,29.99,59.98,1.0,y,completely orderable,9,600.0,578.0,24.0,1.0,52.0,2.0,189.0,y,28.56142857142857,29.99,10.0,0.0,0
18,19,6,5,4714.4929999999995,162,0.8,34.99,1445.19,15,1.99,19.99,147.82,1.0,y,completely orderable,10,600.0,464.0,24.0,2.0,32.0,2.0,276.0,y,8.920925925925927,9.854666666666667,34.190000000000005,18.0,0
19,20,6,5,7647.51,11,49.99,499.99,2199.91,1,49.99,49.99,49.99,1.0,y,desconhecida,11,1400.0,568.0,136.0,11.0,58.0,2.0,61.0,n,199.99181818181816,49.99,450.0,0.0,0
20,21,6,5,152.401,3,14.99,14.99,44.97,1,14.99,14.99,14.99,5.0,y,completely orderable,12,2500.0,540.0,222.0,34.0,51.0,2.0,23.0,y,14.99,14.99,0.0,0.0,0
21,22,6,5,3784.495,81,9.99,119.95,2292.44,8,9.99,39.99,183.89,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,28.30172839506173,22.98625,109.96000000000001,30.0,0
22,23,6,5,26.997,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
23,24,6,5,8484.409,44,4.99,19.99,205.6,5,6.0,12.99,40.93,1.0,y,completely orderable,13,1400.0,476.0,79.0,15.0,38.0,2.0,37.0,y,4.672727272727273,8.186,14.999999999999998,6.99,0
24,25,6,5,15.524000000000001,1,59.99,59.99,59.99,1,59.99,59.99,59.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,59.99,59.99,0.0,0.0,0
25,26,6,5,5306.594,127,7.99,74.95,3673.21,11,14.99,49.99,299.86,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,28.92291338582677,27.26,66.96000000000001,35.0,0
26,27,6,5,8095.2919999999995,69,3.0,49.9,976.07,5,12.99,39.9,101.86,1.0,desconhecida,desconhecida,14,1800.0,513.0,223.0,10.0,38.0,2.0,151.0,n,14.145942028985507,20.372,46.9,26.909999999999997,0
27,28,6,5,660.6439999999999,23,14.99,33.99,617.77,3,24.99,29.99,84.97,5.0,y,completely orderable,15,600.0,427.0,141.0,8.0,31.0,2.0,109.0,y,26.859565217391303,28.323333333333334,19.0,5.0,0
28,29,6,5,1850.4489999999998,27,9.99,71.96,1400.63,2,9.99,69.0,78.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,51.87518518518519,39.495,61.96999999999999,59.01,0
29,30,6,5,492.582,11,19.99,44.99,255.91,2,27.99,29.99,57.98,1.0,y,completely orderable,16,300.0,383.0,1.0,0.0,39.0,2.0,36.0,y,23.264545454545456,28.99,25.000000000000004,2.0,0
30,31,6,5,174.076,8,6.0,49.95,205.89,1,24.99,24.99,24.99,1.0,desconhecida,desconhecida,17,1000.0,553.0,228.0,11.0,47.0,2.0,48.0,n,25.73625,24.99,43.95,0.0,0
31,32,6,5,454.355,5,139.99,139.99,699.95,1,139.99,139.99,139.99,5.0,y,completely orderable,18,500.0,499.0,2.0,1.0,53.0,2.0,22.0,y,139.99,139.99,0.0,0.0,0
32,33,6,5,1671.3570000000002,10,10.0,20.0,160.0,3,15.0,20.0,55.0,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,16.0,18.333333333333332,10.0,5.0,0
33,34,6,5,11.677999999999999,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
34,35,6,5,407.07800000000003,5,699.0,999.0,4095.0,1,699.0,699.0,699.0,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,819.0,699.0,300.0,0.0,0
35,36,6,5,1346.68,25,7.99,39.99,575.75,4,12.99,39.99,100.96,1.0,y,completely orderable,19,1000.0,70.0,120.0,1.0,34.0,2.0,425.0,y,23.03,25.24,32.0,27.0,0
36,37,6,5,420.19699999999995,11,5.0,24.99,146.92,11,5.0,24.99,146.92,1.0,y,completely orderable,20,4000.0,614.0,133.0,6.0,42.0,2.0,109.0,n,13.356363636363636,13.356363636363636,19.99,19.99,0
37,38,6,5,5.805,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
38,39,6,5,1880.223,16,24.99,79.99,839.84,1,24.99,24.99,24.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,52.49,24.99,55.0,0.0,0
39,40,6,5,584.185,13,14.99,79.99,294.91,1,29.99,29.99,29.99,1.0,y,desconhecida,21,5000.0,535.0,220.0,14.0,68.0,1.0,12.0,n,22.685384615384617,29.99,65.0,0.0,0
40,41,6,5,3.483,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,49.99,49.99,0.0,0.0,0
41,42,6,5,643.775,20,3.99,29.95,340.71,2,3.99,19.99,23.98,1.0,y,completely orderable,22,5000.0,532.0,192.0,30.0,37.0,2.0,14.0,y,17.0355,11.99,25.96,15.999999999999998,0
42,43,6,5,0.001,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
43,44,6,5,21.545,2,8.99,8.99,17.98,2,8.99,8.99,17.98,1.0,desconhecida,desconhecida,23,1700.0,522.0,223.0,17.0,42.0,2.0,52.0,n,8.99,8.99,0.0,0.0,0
44,45,6,5,23.932,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
45,46,6,5,704.8889999999999,13,9.99,27.96,245.67,2,9.99,25.95,35.94,1.0,y,completely orderable,24,600.0,562.0,74.0,8.0,34.0,2.0,371.0,y,18.897692307692306,17.97,17.97,15.959999999999999,0
46,47,6,5,24.326999999999998,1,12.99,12.99,12.99,1,12.99,12.99,12.99,1.0,y,desconhecida,25,600.0,512.0,36.0,7.0,35.0,2.0,59.0,n,12.99,12.99,0.0,0.0,0
47,48,6,5,388.157,4,15.99,15.99,63.96,1,15.99,15.99,15.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,15.99,15.99,0.0,0.0,0
48,49,6,5,40.538000000000004,2,199.99,299.99,499.98,1,299.99,299.99,299.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,249.99,299.99,100.0,0.0,0
49,50,6,5,122.89399999999999,1,59.99,59.99,59.99,1,59.99,59.99,59.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,59.99,59.99,0.0,0.0,0
50,51,6,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
51,52,6,5,54.403,3,4.99,4.99,9.98,1,4.99,4.99,4.99,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,3.3266666666666667,4.99,0.0,0.0,0
52,53,6,5,1503.934,26,6.99,31.96,323.83,2,14.99,29.99,44.98,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,12.455,22.49,24.97,14.999999999999998,0
53,54,6,5,56.083,1,49.99,49.99,49.99,0,0.0,0.0,0.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,49.99,0.0,0.0,0.0,0
54,55,6,5,46.495,9,5.0,5.0,45.0,3,5.0,5.0,15.0,1.0,desconhecida,desconhecida,26,20000.0,531.0,183.0,722.0,54.0,1.0,10.0,n,5.0,5.0,0.0,0.0,0
55,56,6,5,443.27,12,29.99,39.99,337.92,1,34.0,34.0,34.0,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,28.16,34.0,10.000000000000004,0.0,0
56,57,6,5,247.071,1,47.99,47.99,47.99,1,47.99,47.99,47.99,1.0,y,completely orderable,27,1300.0,567.0,220.0,3.0,55.0,2.0,101.0,y,47.99,47.99,0.0,0.0,0
57,58,6,5,2230.275,46,24.99,79.95,1643.53,6,24.99,71.96,261.91,1.0,y,desconhecida,28,200.0,70.0,92.0,1.0,43.0,2.0,493.0,n,35.72891304347826,43.65166666666667,54.96000000000001,46.97,0
58,59,6,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
59,60,6,5,997.691,29,9.99,44.99,581.76,2,14.99,19.99,34.98,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,20.060689655172414,17.49,35.0,4.999999999999998,0
60,61,6,5,135.605,1,59.99,59.99,59.99,1,59.99,59.99,59.99,1.0,y,completely orderable,29,2200.0,80.0,203.0,2.0,48.0,2.0,43.0,y,59.99,59.99,0.0,0.0,0
61,62,6,5,762.555,49,5.0,89.99,1182.55,8,6.99,29.99,174.92,1.0,desconhecida,desconhecida,30,3100.0,534.0,152.0,15.0,54.0,2.0,12.0,n,24.133673469387755,21.865,84.99,23.0,0
62,63,6,5,1338.3270000000002,35,34.99,1049.99,12839.65,13,34.99,799.99,3984.87,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,366.84714285714284,306.52846153846156,1015.0,765.0,0
63,64,6,5,225.585,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,0.0,0.0,0.0,0.0,0
64,65,6,5,1198.805,7,9.99,59.99,184.93,7,9.99,59.99,184.93,1.0,y,completely orderable,31,5000.0,540.0,351.0,10.0,58.0,2.0,35.0,y,26.41857142857143,26.41857142857143,50.0,50.0,0
65,66,6,5,560.6759999999999,1,0.0,1.0,3.0,1,0.0,0.0,0.0,5.0,y,completely orderable,32,3000.0,570.0,224.0,7.0,51.0,2.0,212.0,y,0.0,0.0,0.0,0.0,0
66,67,6,5,33.475,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
67,68,6,5,599.78,12,49.95,120.0,899.74,2,49.95,89.99,139.94,1.0,y,completely orderable,33,600.0,422.0,60.0,0.0,33.0,2.0,72.0,n,74.97833333333334,69.97,70.05,40.03999999999999,0
68,69,6,5,397.89599999999996,10,19.99,19.99,159.92,2,19.99,19.99,39.98,5.0,y,completely orderable,34,1400.0,520.0,209.0,2.0,44.0,2.0,220.0,y,15.991999999999999,19.99,0.0,0.0,0
69,70,6,5,646.988,17,19.99,34.99,175.93,0,0.0,0.0,0.0,5.0,y,completely orderable,35,8500.0,533.0,233.0,15.0,55.0,2.0,18.0,n,10.348823529411765,0.0,15.000000000000004,0.0,0
70,71,6,5,239.61599999999999,4,39.99,39.99,79.98,1,39.99,39.99,39.99,1.0,y,completely orderable,36,300.0,577.0,3.0,2.0,40.0,1.0,16.0,y,19.995,39.99,0.0,0.0,0
71,72,6,5,95.87899999999999,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,49.99,49.99,0.0,0.0,0
72,73,6,5,1122.445,39,19.99,59.99,1045.65,5,19.99,29.99,126.95,3.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,26.811538461538465,25.39,40.0,10.0,0
73,74,6,5,50.181000000000004,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,0.0,0.0,0.0,0.0,0
74,75,6,5,5.388,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
75,76,6,5,4047.27,36,2.99,5.99,104.69,4,2.99,2.99,11.96,5.0,y,completely orderable,37,900.0,493.0,174.0,13.0,35.0,2.0,10.0,y,2.9080555555555554,2.99,3.0,0.0,0
76,77,6,5,320.884,12,19.99,39.96,129.9,1,39.96,39.96,39.96,1.0,desconhecida,desconhecida,38,300.0,532.0,202.0,3.0,46.0,2.0,263.0,n,10.825000000000001,39.96,19.970000000000002,0.0,0
77,78,6,5,494.81,13,19.99,34.99,174.92,2,19.99,19.99,39.98,1.0,y,completely orderable,39,600.0,481.0,220.0,2.0,55.0,2.0,36.0,y,13.455384615384615,19.99,15.000000000000004,0.0,0
78,79,6,5,1992.71,17,12.99,549.99,876.83,5,12.99,29.99,98.95,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,51.57823529411765,19.79,537.0,17.0,0
79,80,6,5,80.485,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,0.0,0.0,0.0,0.0,0
80,81,6,5,821.6060000000001,12,4.95,49.95,424.72,2,4.95,39.99,44.94,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,35.39333333333334,22.47,45.0,35.04,0
81,82,6,5,4.609,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,299.995,299.995,0.0,0.0,0
82,83,6,5,10.837,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
83,84,6,5,889.6469999999999,19,24.99,69.95,673.77,1,24.99,24.99,24.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,35.46157894736842,24.99,44.96000000000001,0.0,0
84,85,6,5,7032.935,29,39.99,369.99,3463.86,1,199.99,199.99,199.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,119.44344827586207,199.99,330.0,0.0,0
85,86,6,5,179.14700000000002,3,12.99,19.99,47.97,3,12.99,19.99,47.97,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,15.99,15.99,6.999999999999998,6.999999999999998,0
86,87,6,5,55.09,4,7.99,9.99,37.96,4,7.99,9.99,37.96,2.0,y,completely orderable,40,600.0,426.0,35.0,13.0,25.0,2.0,19.0,n,9.49,9.49,2.0,2.0,0
87,88,6,5,1699.785,21,8.0,39.99,554.21,4,8.0,34.9,102.88,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,26.39095238095238,25.72,31.990000000000002,26.9,0
88,89,6,5,8794.127,62,15.95,99.0,2691.78,4,49.0,99.0,307.98,4.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,43.41580645161291,76.995,83.05,50.0,0
89,90,6,5,4093.928,70,29.99,180.0,4928.13,6,49.99,150.0,449.83,5.0,y,completely orderable,41,3200.0,518.0,250.0,36.0,59.0,2.0,38.0,y,70.40185714285714,74.97166666666666,150.01,100.00999999999999,0
90,91,6,5,2396.554,4,35.99,48.99,133.97,1,48.99,48.99,48.99,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,33.4925,48.99,13.0,0.0,0
91,92,6,5,3756.2,112,1.0,20.99,1132.95,13,3.0,20.0,134.99,1.0,y,mainly orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,10.115625,10.383846153846154,19.99,17.0,0
92,93,6,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
93,94,6,5,222.05599999999998,0,0.0,1.0,3.0,0,0.0,0.0,0.0,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,0.0,0.0,0.0,0.0,0
94,95,6,5,174.06400000000002,0,0.0,1.0,3.0,0,0.0,0.0,0.0,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,0.0,0.0,0.0,0.0,0
95,96,6,5,204.74400000000003,2,19.99,35.99,55.98,2,19.99,35.99,55.98,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,27.99,27.99,16.000000000000004,16.000000000000004,0
96,97,6,5,888.5219999999999,11,19.99,59.99,419.91,1,59.99,59.99,59.99,1.0,y,completely orderable,42,600.0,70.0,30.0,0.0,72.0,1.0,527.0,y,38.17363636363637,59.99,40.0,0.0,0
97,98,6,5,6.854,2,3.0,3.0,6.0,1,3.0,3.0,3.0,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,3.0,3.0,0.0,0.0,0
98,99,6,5,261.047,6,16.99,18.99,107.94,2,16.99,18.99,35.98,1.0,y,desconhecida,43,2300.0,527.0,51.0,15.0,29.0,2.0,11.0,n,17.99,17.99,2.0,2.0,0
99,100,6,5,88.557,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,49.99,49.99,0.0,0.0,0
100,101,6,5,852.2739999999999,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,0.0,0.0,0.0,0.0,0
101,102,6,5,1269.888,26,9.95,59.95,543.66,2,19.99,19.99,39.98,1.0,y,mixed,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,20.91,19.99,50.0,0.0,0
102,103,6,5,747.693,21,3.0,29.99,232.85,2,5.0,9.99,14.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,11.088095238095239,7.495,26.99,4.99,0
103,104,6,5,81.935,3,24.99,24.99,74.97,1,24.99,24.99,24.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,24.99,24.99,0.0,0.0,0
104,105,6,5,0.0,3,5.0,14.99,28.98,3,5.0,14.99,28.98,1.0,desconhecida,desconhecida,44,300.0,420.0,3.0,3.0,25.0,2.0,50.0,n,9.66,9.66,9.99,9.99,0
105,106,6,5,34.288000000000004,6,12.99,12.99,77.94,2,12.99,12.99,25.98,1.0,desconhecida,desconhecida,45,600.0,502.0,152.0,7.0,39.0,2.0,12.0,n,12.99,12.99,0.0,0.0,0
106,107,6,5,579.698,6,44.99,69.99,229.96,2,44.99,69.99,114.98,1.0,y,completely orderable,46,600.0,509.0,234.0,2.0,42.0,2.0,18.0,y,38.32666666666667,57.49,24.999999999999993,24.999999999999993,0
107,108,6,5,21.517,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,47,300.0,537.0,5.0,0.0,53.0,1.0,32.0,n,6.99,6.99,0.0,0.0,0
108,109,6,5,272.73900000000003,3,9.99,32.99,52.97,1,9.99,9.99,9.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,17.656666666666666,9.99,23.0,0.0,0
109,110,6,5,524.8919999999999,15,6.99,249.99,497.5,2,13.99,19.32,33.31,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,33.166666666666664,16.655,243.0,5.33,0
110,111,6,5,95.23,6,49.99,69.99,339.94,1,49.99,49.99,49.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,56.656666666666666,49.99,19.999999999999993,0.0,0
111,112,6,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
112,113,6,5,20.049,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,49.99,49.99,0.0,0.0,0
113,114,6,5,18.583,1,199.99,199.99,199.99,1,199.99,199.99,199.99,1.0,y,desconhecida,48,600.0,501.0,15.0,6.0,50.0,1.0,40.0,n,199.99,199.99,0.0,0.0,0
114,115,6,5,1067.593,6,49.99,59.99,319.94,2,59.99,59.99,119.98,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,53.32333333333333,59.99,10.0,0.0,0
115,116,6,5,464.901,4,69.99,89.99,319.96,1,79.99,79.99,79.99,1.0,y,mixed,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,79.99,79.99,20.0,0.0,0
116,117,6,5,151.233,1,229.99,229.99,229.99,0,0.0,0.0,0.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,229.99,0.0,0.0,0.0,0
117,118,6,5,60.797,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,47,300.0,537.0,5.0,0.0,53.0,1.0,32.0,n,6.99,6.99,0.0,0.0,0
118,119,6,5,511.39300000000003,25,1.95,14.99,222.6,4,6.99,14.99,41.96,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,8.904,10.49,13.040000000000001,8.0,0
119,120,6,5,1683.3239999999998,18,699.0,799.0,7090.0,1,699.0,699.0,699.0,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,393.8888888888889,699.0,100.0,0.0,0
120,121,6,5,8.435,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
121,122,6,5,0.0,2,5.99,19.99,25.98,2,5.99,19.99,25.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,12.99,12.99,13.999999999999998,13.999999999999998,0
122,123,6,5,579.846,12,29.99,329.99,1494.89,3,29.99,299.99,374.97,1.0,y,completely orderable,49,900.0,80.0,93.0,4.0,42.0,2.0,31.0,y,124.57416666666667,124.99000000000001,300.0,270.0,0
123,124,6,5,448.654,10,7.99,12.99,119.9,2,12.99,12.99,25.98,1.0,y,completely orderable,50,600.0,451.0,322.0,7.0,49.0,2.0,50.0,y,11.99,12.99,5.0,0.0,0
124,125,6,5,2117.478,50,1.0,44.99,598.8,7,5.0,29.99,92.98,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,11.975999999999999,13.282857142857143,43.99,24.99,0
125,126,6,5,17.473,0,0.0,1.0,3.0,0,0.0,0.0,0.0,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,0.0,0.0,0.0,0.0,0
126,127,6,5,107.354,2,49.99,49.99,99.98,1,49.99,49.99,49.99,1.0,y,completely orderable,51,1000.0,465.0,24.0,14.0,47.0,2.0,14.0,y,49.99,49.99,0.0,0.0,0
